GeneID	GSM2440320	GSM2440321	GSM2440322	GSM2440323	GSM2440324	GSM2440325	GSM2440326	GSM2440327	GSM2440328	GSM2440329	GSM2440330	GSM2440331
100287102	16	5	25	62	35	11	53	54	28	16	76	29
653635	4076	2402	2358	7396	3657	1265	6337	4476	2836	2071	3840	1740
102466751	98	53	50	88	121	39	71	47	62	57	12	13
107985730	1	1	1	1	7	1	1	1	2	0	1	0
100302278	0	0	0	0	1	0	0	0	0	0	0	0
645520	0	0	0	0	2	2	2	1	4	0	1	1
79501	0	0	0	0	0	0	0	0	0	0	0	0
100996442	7	18	6	16	39	20	49	28	20	16	4	8
729737	444	308	1229	2165	1285	205	1704	905	1920	525	329	297
102725121	3	1	1	22	1	1	21	4	3	4	0	0
102723897	4457	2587	2802	7395	3934	1199	6302	3994	3261	2839	3396	1891
102465909	51	36	41	34	77	23	55	27	47	30	4	2
107985721	2	0	0	8	2	2	2	1	1	1	4	0
112268260	9	10	8	8	15	15	32	38	31	8	1	4
729759	0	0	0	0	0	0	0	0	0	0	0	0
100132287	554	351	521	1032	1802	309	2061	493	1089	618	75	162
105378947	2	1	1	0	4	3	0	5	7	0	0	0
101928626	0	0	1	0	0	0	0	0	0	0	1	0
113219467	43494	3002	1783	44699	12804	9585	2254	14048	18556	2471	11641	1861
81399	0	2	0	0	1	0	0	0	2	0	0	0
100133331	511	322	418	971	1824	329	1811	406	852	576	103	166
107984841	12	18	8	7	83	20	9	31	62	34	4	3
107984847	28	38	7	12	122	29	9	61	130	95	6	6
107984849	1	3	3	3	22	1	5	2	4	8	0	0
100288069	6	12	3	7	29	9	9	9	8	11	6	4
105378580	4	7	2	1	22	3	8	10	12	16	0	2
400728	0	6	2	0	8	1	1	2	10	4	0	0
79854	99	41	49	91	292	34	119	50	194	126	10	10
643837	165	147	124	133	244	388	113	217	699	261	24	69
107984850	15	5	14	4	14	0	14	40	252	0	8	12
284593	0	0	2	2	0	0	2	0	12	0	0	1
284600	115	56	10	19	91	1	23	478	1017	695	19	25
100130417	33	31	25	92	364	70	20	78	16	31	80	74
107985728	2	11	0	1	79	12	0	1	0	2	2	2
148398	1063	438	753	1464	1963	425	1273	1260	2038	1314	3100	1150
26155	3592	2301	3335	3672	6622	2248	3761	5242	12966	5566	4023	2012
339451	658	348	298	726	1002	336	518	573	1056	781	86	310
84069	296	47	222	639	446	12	389	731	752	642	940	430
84808	99	8	64	308	135	14	157	220	152	171	277	170
57801	938	379	255	656	935	1047	357	682	3346	608	92	206
9636	1549	972	970	2221	2852	4232	2629	1082	19282	2017	938	2811
375790	4513	2402	3137	5722	9759	1999	5435	6917	7951	10302	1643	2484
100288175	53	24	31	186	123	4	49	38	70	158	7	19
112267874	56	23	57	411	184	1	60	67	96	90	8	30
105378948	113	79	56	304	322	8	81	58	147	297	13	24
401934	61	33	62	430	228	0	83	137	253	175	15	53
54991	1288	650	624	1881	2275	470	2050	1165	2106	1802	865	1002
254099	39	24	62	228	86	1	244	65	132	120	108	63
406984	11	21	3	4	91	0	15	4	3	3	6	1
406983	13	39	15	7	161	0	24	17	10	20	11	1
554210	170	109	91	95	433	0	171	79	123	149	11	14
100506376	7	8	2	15	18	0	8	24	5	12	2	4
254173	53	29	6	95	65	1	63	140	13	89	7	2
8784	123	154	44	85	247	48	171	264	196	85	66	346
7293	182	168	53	128	257	48	193	224	343	64	152	259
51150	6344	4171	2748	5897	10178	5634	6431	5804	14392	8084	2273	2655
126792	958	681	456	1069	1328	601	965	1617	1293	713	706	643
388581	168	329	25	327	211	75	33	413	88	86	38	298
118424	2411	1297	1288	2587	2715	1889	2043	2880	5139	2263	1687	1378
101928895	10	10	5	7	45	117	8	21	33	19	18	19
6339	119	62	98	79	203	442	119	113	133	68	83	93
116983	2314	1388	1132	3948	3337	2727	2230	1701	6665	2325	1886	1246
102465434	1	1	1	1	1	1	1	0	5	1	0	0
109623456	1	4	3	0	7	12	1	3	6	2	1	1
126789	1048	589	435	1583	1594	474	1215	1369	2366	1264	1825	914
54973	4317	2328	3211	7941	6716	4386	11076	5635	9022	5512	4926	2754
102465435	8	8	16	13	22	6	21	12	31	9	4	11
80772	1286	865	542	1511	1431	684	1296	1512	5585	1510	947	894
83756	140	71	91	365	311	77	463	168	1551	75	117	201
1855	2958	1740	1950	4131	5542	2690	3894	3742	7521	3676	1634	1795
102466740	2	1	2	2	11	3	2	1	13	2	1	0
54587	947	991	1471	912	5875	4244	512	1094	1130	544	647	349
54998	5819	3156	3065	7537	6685	4020	4750	8184	20689	8679	13957	6106
81669	11712	5646	8434	15273	20998	6259	17983	6459	11877	8941	795	2769
148413	1010	833	829	978	1362	636	1024	1429	2395	1718	996	837
55052	3180	2184	2105	3391	3216	3411	2917	5170	10222	4624	1722	2028
107984868	1	1	0	3	1	2	0	0	0	0	0	0
441869	35	50	20	6	73	433	5	36	23	16	1	15
105378585	14	5	6	17	21	80	3	5	2	8	0	2
643965	1	1	0	1	3	2	1	2	0	0	0	1
102724312	121	27	240	100	180	424	29	369	39	940	61	309
107985729	8	6	25	5	35	118	4	34	11	96	7	11
64856	3225	1904	2015	2525	3931	7222	1316	5826	2603	5664	1701	3053
219293	101	38	71	682	327	82	93	138	157	260	741	103
83858	3620	1783	3255	7835	5249	1169	5939	4340	9264	4968	3410	2780
55210	2500	1489	1814	4310	3542	772	3012	3951	10103	3530	3843	2062
339453	41	14	12	65	107	461	48	12	32	25	9	3
29101	3102	1877	1668	3919	4138	2248	2782	3983	7377	4794	2740	1786
643988	421	93	125	488	197	49	933	883	2483	739	1193	753
105378586	9	4	0	2	7	5	19	5	29	1	1	4
142678	2743	1209	1214	4258	4672	2812	4736	3460	3881	2027	1016	790
8510	458	128	213	607	1019	304	586	343	637	365	549	415
984	2311	1535	2106	4579	5265	3008	4295	3104	8052	3487	1688	2167
728661	971	947	792	1024	3153	1470	1345	804	998	840	425	331
8511	154	24	54	182	625	165	128	102	139	49	113	63
728642	2133	1275	2731	4545	4993	2084	4042	3113	6667	3269	2151	2114
9906	324	358	345	444	1020	567	403	402	405	363	193	135
112268218	696	375	500	1252	965	283	1068	881	1374	1257	248	597
65220	2093	1467	1592	3192	4025	1320	2286	2665	6164	3375	924	1452
2782	3061	2732	1814	2015	5928	4171	1994	4447	8633	4663	342	1137
105378949	12	9	5	35	75	5	46	8	79	39	9	17
163688	28	15	34	118	32	9	38	23	172	63	10	23
339456	201	67	121	412	140	3	360	356	953	830	167	148
85452	13	6	10	127	15	1	35	78	24	3	7	8
107984872	10	21	26	240	20	0	29	160	38	2	6	0
105378589	20	4	3	12	17	0	2	49	10	8	8	0
2563	153	38	37	111	106	15	62	170	249	60	103	41
105378590	3	3	0	1	4	0	3	0	1	0	0	0
105378591	2	0	1	9	6	0	4	0	14	7	4	0
5590	1273	756	565	1897	2177	355	1464	1247	2258	1271	740	697
100506504	75	59	41	43	160	78	73	72	115	76	18	23
199990	2367	1057	1132	3671	3753	1874	4172	3752	4195	2573	3224	2074
112268219	202	90	127	236	483	224	216	487	528	378	206	227
105378593	17	6	18	39	37	17	11	17	64	49	13	13
6497	496	561	362	425	1633	1161	394	519	1210	529	146	125
79906	87	61	118	168	490	170	292	174	256	291	174	146
100129534	37	31	28	60	153	56	59	61	69	159	88	68
11079	3661	2462	2516	4172	5559	3153	3940	4702	11144	5485	1914	2338
5192	1006	629	809	1161	1559	890	1497	1176	2511	1321	627	562
9651	221	51	94	344	229	62	142	131	178	101	78	69
55229	461	452	303	439	795	916	458	362	1506	663	61	132
388585	4	21	6	18	19	4	2	129	18	144	12	85
115110	626	747	763	601	1178	212	2969	1206	2726	2223	1924	1218
8764	5853	3251	3090	8300	7113	3239	10168	8050	8343	7044	5548	4592
100996583	50	29	46	102	346	17	112	67	633	306	24	64
127281	1338	1623	713	1892	1562	629	1508	1720	3244	1773	749	491
79258	507	542	303	695	679	158	922	743	1295	964	78	227
105378597	2	1	0	5	2	0	5	3	1	8	3	2
100287898	10	18	8	47	46	19	55	28	17	52	24	16
105378603	0	0	0	0	0	0	0	0	0	0	0	0
105378602	0	0	0	0	0	0	0	0	0	0	0	0
105378601	0	0	0	0	0	0	0	0	0	0	0	0
112268220	0	0	0	0	0	0	0	0	0	0	0	0
107985732	0	0	0	0	0	0	0	0	0	0	0	0
105378600	0	0	0	0	0	0	0	0	0	0	0	0
105378598	0	1	0	2	0	0	0	1	1	1	0	1
107984904	0	0	0	0	0	0	0	0	0	0	0	0
105378599	0	0	0	0	0	0	0	0	0	0	0	0
140625	0	0	0	0	0	0	0	0	0	1	0	0
440556	76	91	4	0	9	138	4	130	0	97	229	17
63976	217	196	15	172	13	82	16	202	37	141	22	11
100422968	0	0	0	0	0	0	0	0	0	0	0	0
105378606	0	1	0	0	0	2	0	2	0	3	2	0
107984909	48	26	3	4	22	1	1	8	0	1	8	0
105378605	0	0	0	0	0	0	0	0	0	0	0	0
105378604	1364	652	944	908	930	8	1931	1733	8849	1101	414	496
27237	2478	1658	1609	3241	3369	107	2174	3698	6381	5644	2929	2557
1953	1299	448	488	2145	2600	1210	1653	359	2654	671	196	267
105378608	62	1	31	73	47	4	37	4	3	4	20	4
693135	0	0	0	0	0	0	0	0	0	0	0	0
105378607	0	0	0	0	0	0	0	0	0	0	0	0
127262	2236	1904	1050	1695	2584	3315	985	3736	7075	3686	2047	1591
49856	813	551	712	985	1466	567	942	1140	2337	1839	217	359
7161	65	41	25	28	180	39	16	84	146	29	30	42
105378610	1	1	0	8	1	0	0	1	3	0	1	2
105378609	0	0	0	1	1	0	0	0	1	1	0	0
57212	97	57	57	57	303	1182	36	68	61	18	20	40
148870	0	1	0	8	0	6	0	1	0	0	0	0
388588	53	34	4	121	54	66	64	23	3	23	64	20
57470	1358	823	696	1070	1996	2068	834	1489	3278	1092	256	293
9731	677	357	284	1065	1216	546	534	362	1479	660	286	255
1677	377	241	218	311	485	230	277	310	830	327	48	85
107984910	10	7	11	12	20	9	39	5	27	10	2	1
339448	348	415	281	200	843	462	403	564	1070	545	49	128
100133612	1	28	8	3	56	1	10	23	60	9	2	11
728716	0	0	0	0	3	0	0	0	1	0	0	0
105376672	2	0	0	1	4	1	0	0	1	0	0	0
105376673	0	0	0	0	0	0	0	0	0	0	0	0
284661	0	0	0	0	1	0	0	0	0	0	0	1
105376674	0	0	0	0	1	0	0	0	0	0	0	0
105376679	0	0	0	0	0	0	0	0	0	0	0	0
107985376	0	0	0	0	0	0	0	0	0	0	0	0
55966	5	3	1	3	26	22	0	3	7	2	2	2
105376680	0	0	0	0	0	0	0	0	0	0	0	0
102724429	0	0	0	0	0	0	0	0	0	0	0	0
105376681	0	0	0	0	0	0	0	1	0	0	0	0
105376682	0	0	0	0	0	0	0	0	0	0	0	0
107984911	2	0	0	0	0	0	0	0	0	0	0	0
105376686	0	0	0	0	0	0	0	0	0	0	0	0
100616421	0	0	1	0	0	0	0	0	0	1	0	0
261734	308	219	326	246	837	247	266	307	876	375	46	130
8514	579	744	478	1775	1675	664	1091	986	1730	120	222	178
26038	21	6	12	80	72	92	7	12	20	11	15	8
105376687	0	0	0	0	0	0	0	0	0	0	0	0
6146	12363	10007	12739	14671	13880	9829	8936	30158	45118	19983	11428	7581
107985733	20	69	21	23	47	30	13	42	35	31	5	6
102724450	18	3	8	37	34	35	31	24	157	49	11	14
388591	412	247	265	1026	1049	593	743	506	2496	1104	144	223
23463	1066	1166	826	983	2317	2428	766	2044	3953	3135	338	614
148645	9	7	3	17	16	2	8	8	40	10	4	3
390992	0	0	0	0	1	0	0	0	0	0	0	0
387509	1469	700	597	1436	1818	502	663	1751	1003	1496	384	421
11332	2531	1800	1071	1222	1832	1625	1066	2483	9992	3501	1351	701
54626	233	629	221	1804	244	6	255	1030	145	1598	651	40
83715	1554	2419	476	6112	1136	49	4060	2093	4763	547	1373	750
100422975	0	0	0	2	0	0	0	0	3	1	0	0
8718	1370	1235	931	3309	2203	215	4542	882	2578	598	581	653
57449	603	705	414	1221	1795	463	1205	873	1754	328	511	501
79707	281	277	246	179	542	533	193	574	1078	321	54	98
80835	1	1	0	1	3	22	0	9	3	3	2	6
107984912	1	1	0	1	2	6	0	4	0	1	0	2
3104	1089	614	945	1568	2070	678	1807	1316	2200	1450	1882	1200
9903	659	341	486	327	1227	3578	436	445	1968	467	54	78
107984913	5	3	4	6	10	22	5	2	12	6	2	2
148479	371	232	214	450	686	829	298	346	518	442	71	94
90326	1681	901	1145	1990	2300	1324	1628	2070	4704	2081	1792	1082
55735	1223	1164	1128	1462	2501	954	1405	1844	6040	1952	858	736
100505887	0	0	0	0	0	0	0	0	0	0	0	0
110841581	23	10	8	35	31	4	42	1	16	14	5	2
23261	476	354	288	486	488	759	456	507	1086	593	111	221
105376692	0	0	0	0	0	0	0	0	0	0	0	0
102725193	0	0	0	0	0	0	0	1	0	0	0	0
101928836	0	1	1	0	4	2	0	0	1	1	2	0
105376691	0	0	0	0	0	1	0	0	0	0	0	0
105376689	510	146	8	84	336	46	127	182	28	120	42	98
9341	934	701	394	667	908	1149	584	1856	1985	1302	653	965
8863	41	12	22	39	83	547	74	32	23	86	12	63
10911	2	7	12	1	53	2	8	33	2	77	17	42
3604	5	54	4	7	30	4	2	57	10	35	6	49
11315	4780	3974	3828	2640	5634	6166	2575	6919	17809	8642	1152	1823
54206	636	336	329	378	420	644	113	204	348	272	5	77
107984915	7	0	0	1	1	1	0	0	0	0	1	1
102724539	1	0	0	5	1	0	0	0	0	0	2	1
105376695	17	8	1	5	19	0	2	1	4	3	4	0
50651	50	19	30	75	50	228	17	15	47	6	21	7
473	1158	1156	910	1533	4086	2802	1650	1149	2687	1160	250	323
102724552	6	5	6	17	39	33	27	6	16	23	0	12
106632271	0	0	0	2	0	0	0	0	2	0	0	0
2023	29821	18467	19025	23582	27217	13771	14801	46563	157435	41694	10802	14151
102465436	2	1	3	1	2	1	2	2	11	3	1	0
100505975	2	3	2	6	10	6	2	6	18	8	2	3
112268261	0	0	1	0	0	2	1	0	1	1	0	0
765	0	0	0	0	168	0	2	0	2	0	0	1
155184	0	0	0	2	0	0	0	1	0	0	0	0
6518	109	122	24	87	85	890	100	90	400	24	66	132
80045	321	299	190	575	629	119	207	333	1632	564	49	122
106614088	391	83	283	176	762	269	33	325	722	664	33	69
407040	1	1	1	0	7	2	0	6	7	6	4	2
102724571	32	6	55	24	57	30	5	124	69	148	83	19
9563	2114	1039	982	1271	2125	1284	1442	2112	1922	2392	1304	1295
80176	832	494	190	538	1241	700	458	434	528	302	113	251
100506022	8	9	3	0	22	84	0	3	13	1	0	1
84275	293	260	114	159	236	116	139	242	581	251	56	88
199953	498	322	407	817	970	304	775	573	2053	668	289	196
107985734	96	50	67	386	139	30	284	135	258	110	171	57
105376712	1	0	0	0	0	0	0	0	0	0	0	0
5293	814	536	395	1940	1031	782	982	936	793	1157	761	916
644997	0	1	0	0	0	0	0	2	0	1	0	1
101929074	10	9	5	19	60	24	13	34	9	7	30	28
22883	3766	2958	1679	6156	5817	3924	3683	3998	5316	6175	1085	1965
56998	790	763	719	795	2125	754	616	863	2232	2003	286	456
105376717	37	60	52	57	112	19	34	69	167	126	53	46
84328	260	172	157	163	308	408	127	226	524	303	211	99
64802	167	127	149	177	209	148	168	336	691	349	103	92
113391335	1	0	2	0	0	0	1	0	0	0	0	1
100847055	0	0	0	0	0	0	0	0	0	1	0	0
116362	64	17	26	6	21	138	10	11	29	4	3	7
10277	332	313	251	246	930	930	216	331	537	343	71	92
23095	191	219	158	192	448	710	139	205	511	272	343	157
105376725	2	1	5	4	4	0	4	9	3	11	42	10
5226	3343	2346	1925	2572	4310	652	1706	6390	13244	6984	2129	2879
100526739	59	56	64	33	127	99	31	88	286	151	24	27
378708	50	55	59	29	116	92	29	83	261	153	20	18
1325	22	9	22	23	34	14	16	18	75	19	15	16
1676	818	795	840	1140	1398	932	567	1685	3074	1338	2867	687
5195	815	596	451	803	1400	675	577	803	2029	841	173	328
54897	502	427	231	616	1797	2687	588	465	1071	896	576	356
105376733	0	0	0	0	2	0	0	2	0	5	3	1
105376735	9	11	33	69	90	0	96	10	1241	1	89	27
148345	22	22	15	18	12	11	75	11	323	2	41	18
23435	1784	1927	1210	1784	2713	1964	696	2910	4667	1843	908	746
10747	490	2	5	27	10	13	36	8	67	8	1	2
6723	3686	2103	2309	4807	4289	1562	3802	6930	20632	4312	2052	1960
5394	1228	982	694	1038	2324	1328	697	1684	3063	1291	297	432
105376736	10	14	6	10	26	19	13	5	47	10	3	4
2475	666	785	558	732	1745	1342	679	931	2143	1267	72	268
100873935	2	2	2	1	12	6	2	1	5	1	0	0
10218	0	1	1	2	3	444	0	0	0	0	0	0
29914	511	428	375	440	881	441	586	915	1710	593	543	199
105376737	0	0	0	0	0	0	0	0	3	0	0	0
105376739	0	0	0	0	0	0	0	0	0	0	0	0
105376740	0	0	0	0	0	0	0	0	2	0	3	0
57540	17	12	6	1	7	4	2	19	13	4	34	9
112268221	0	1	0	0	0	0	0	0	1	0	0	0
101929181	0	0	0	1	1	1	0	0	0	0	0	0
26232	830	54	16	83	232	194	372	658	234	40	7	40
93611	1053	337	426	503	741	1031	943	1248	2168	989	608	285
26270	380	343	203	150	553	457	314	836	861	936	117	283
10459	810	417	305	682	910	712	491	1726	3177	1297	960	579
374946	19	6	0	5	39	0	7	13	21	5	10	3
57085	1511	657	652	1493	2151	780	1118	2801	2625	2997	1623	1623
284498	67	62	27	56	146	126	30	49	85	108	53	37
102724659	0	0	0	1	0	0	0	0	0	0	0	0
4524	656	396	366	470	913	668	248	1243	1012	1057	846	768
1185	486	221	286	613	1110	719	422	438	554	397	37	140
100379251	18	17	26	26	65	46	19	19	64	42	0	7
4878	16	10	30	64	34	14	30	30	65	46	6	29
4879	0	0	0	1	0	1	0	0	0	0	0	0
26829	0	0	0	0	0	0	0	0	0	0	0	0
90231	3768	2945	1965	3963	5368	3399	3517	4122	11005	5121	3843	2036
5351	4450	1910	2750	3781	6033	3929	3389	3537	9548	7280	4731	2527
9927	1655	1750	768	1104	3670	5757	1053	1126	7308	1792	88	246
60672	1528	912	1058	2732	3089	699	2260	2562	3202	2129	3036	1629
102466982	3	2	2	4	5	2	4	2	7	1	1	1
943	16	52	6	15	50	33	9	58	25	16	0	30
102465836	1	3	0	0	1	0	0	0	1	0	0	0
7133	2374	1137	340	2722	2375	1009	1919	2413	4182	2234	1323	2171
100616438	0	1	0	1	0	0	0	0	2	1	0	1
107984917	8	0	0	3	3	5	5	3	11	2	3	0
55187	525	491	523	809	1189	1321	424	613	1307	1207	251	320
677885	8	7	10	12	24	4	3	2	22	24	0	3
105376744	3	2	2	6	2	1	2	1	7	0	1	3
9249	3493	4672	1467	6245	1911	2246	3886	4196	3828	3522	767	1013
102466722	8	13	6	24	12	6	18	6	6	4	0	1
343066	0	0	0	0	0	2	0	0	0	0	0	0
126767	0	0	0	0	0	0	0	0	0	0	0	0
93190	1	0	0	4	1	0	3	0	0	0	2	0
390999	0	0	0	0	1	0	0	0	0	0	0	0
65121	0	0	0	0	0	0	0	0	0	0	0	0
105376745	0	0	0	0	0	0	0	0	0	0	0	0
440560	0	0	0	0	0	0	0	0	0	0	0	0
343069	0	0	1	0	0	1	1	1	4	1	0	0
65122	0	0	0	0	0	0	0	0	0	0	0	0
400735	0	0	0	0	0	0	0	0	0	0	0	0
343071	0	0	0	0	0	0	0	0	0	0	0	0
441871	0	0	0	0	0	0	0	0	0	0	0	0
440561	0	0	0	0	0	0	0	0	0	0	0	0
101929983	0	0	0	0	0	0	0	0	0	0	0	0
649330	0	0	0	0	0	0	0	0	0	0	0	0
441873	0	0	0	0	0	0	0	0	0	0	1	0
649324	0	0	0	0	0	0	0	0	0	0	0	0
440563	0	0	0	0	1	0	0	0	0	0	0	0
645354	0	0	0	0	0	0	0	0	0	0	0	0
645359	0	0	0	0	0	0	0	0	0	0	2	0
101060301	0	0	0	0	1	0	0	0	0	0	0	0
343070	0	0	0	0	0	0	0	0	0	0	0	0
400736	0	0	0	0	0	0	0	0	0	0	0	0
391003	0	0	0	0	0	0	0	0	0	0	0	0
343068	0	0	0	0	0	0	0	0	0	0	0	0
391002	1	0	0	0	0	0	0	0	0	0	0	0
645382	0	0	0	0	0	0	0	0	0	0	0	0
653619	0	0	0	0	0	0	0	0	0	0	0	0
729528	0	0	0	0	0	0	0	0	0	0	0	0
645414	0	0	0	0	0	0	0	0	0	0	0	0
391004	2	1	0	2	0	0	0	0	0	0	1	0
645425	0	0	0	0	0	0	0	0	0	0	0	0
126755	0	0	0	1	4	4	0	2	0	0	0	1
102724856	0	0	0	0	0	0	0	0	0	0	0	0
107984918	0	0	0	0	0	0	0	0	0	0	0	0
10630	55	421	52	17	1420	187	5	589	204	146	200	136
107984919	0	0	0	0	2	0	0	0	0	0	0	0
105378612	0	0	0	0	0	0	0	0	0	0	2	0
105376756	0	0	0	0	0	0	0	0	0	0	0	0
7799	352	337	240	550	767	825	262	236	639	333	241	181
23254	171	193	134	247	702	225	201	229	611	328	48	75
107985467	0	0	0	0	0	0	0	0	0	1	0	0
107985468	5	1	3	22	0	1	14	5	11	1	67	10
105376762	0	1	0	0	0	0	0	0	0	0	0	0
105376759	2	1	2	4	8	1	0	3	1	0	2	0
107985469	0	0	0	0	0	1	3	0	3	0	0	0
200197	137	143	126	281	499	109	196	167	468	198	60	70
55092	756	569	497	848	1050	1002	837	716	2412	981	338	389
727684	21	3	22	48	14	0	25	13	83	34	259	71
114827	19	16	61	49	76	44	28	14	88	47	10	27
101927417	3	6	14	10	16	49	6	2	12	14	4	4
101927441	18	18	18	27	11	0	12	16	48	32	17	28
79180	7464	6228	4937	8409	5746	2282	4721	8865	17246	9270	6379	5289
11330	22	4	15	53	11	1	14	16	19	8	19	7
63036	1	0	0	1	0	1	1	1	1	1	0	0
105376767	1	0	2	2	0	0	1	1	3	2	1	0
51032	0	1	3	8	8	1	1	0	6	4	2	0
842	260	205	284	250	553	360	438	268	761	515	17	90
23341	163	127	135	129	219	72	233	212	404	167	210	95
107397391	0	1	0	0	0	0	0	0	1	0	0	0
79814	537	442	345	426	557	7	362	1060	3370	473	982	231
84301	194	202	98	258	293	184	118	70	270	117	115	32
6248	4	2	3	5	8	1	0	2	6	2	1	0
23207	1597	1289	1013	1892	3407	2463	1605	1828	2677	1774	1245	951
284723	59	36	50	70	82	134	69	41	67	43	28	17
110806303	1	3	3	3	3	7	1	2	2	1	0	2
388595	132	111	3	44	10	1	105	18	171	9	64	31
54751	2807	1976	2176	2922	4436	2993	2256	3262	7412	3517	3014	934
440567	411	426	287	211	448	285	240	677	4414	845	48	119
729614	196	139	76	270	500	304	242	98	339	195	29	32
23013	568	603	301	329	1383	726	360	420	1138	405	71	119
7709	1616	951	864	1743	2426	1239	1494	1309	2243	1266	713	845
149563	0	1	0	1	2	1	0	0	1	0	1	1
27129	18	9	16	40	132	5645	9	29	17	7	16	6
1187	7	2	9	32	51	22	9	10	3	7	2	5
1188	13	2	1	7	26	27	3	3	1	4	3	0
348487	33	4	13	71	19	7	32	11	111	7	36	16
1969	1898	482	1601	1665	7658	357	1355	2900	4482	3192	409	1485
101927479	52	32	49	99	155	4	45	108	171	162	119	81
128272	985	317	711	1227	1291	96	2121	976	1503	696	394	233
101927546	56	15	58	41	243	39	155	36	533	215	82	102
79363	56	21	27	31	82	115	47	84	149	120	170	45
54455	591	336	420	647	1169	801	584	562	1089	505	77	148
26099	1607	1170	992	1515	2987	2196	1351	2115	4665	2273	941	924
374955	1397	903	833	1385	2377	1524	1233	1714	3768	1826	855	791
55707	1215	1038	679	931	2046	872	776	1729	2008	1463	192	635
107984921	17	11	18	27	23	38	19	14	22	15	34	14
114819	48	70	18	69	164	197	70	37	44	28	2	10
26871	31	194	10	37	17	21	44	139	196	38	51	11
107985757	1	0	0	0	0	0	0	0	0	0	0	0
100132147	0	0	0	0	5	3	0	0	0	0	0	0
107985758	0	0	0	0	0	0	0	0	0	0	0	0
7195	0	0	0	0	0	0	0	0	0	0	0	0
55672	148	184	53	88	319	374	63	60	120	95	10	30
105376794	433	449	114	251	515	279	400	256	558	398	234	69
84809	275	277	97	199	481	306	358	128	330	237	34	24
11209	1027	98	221	476	791	317	844	135	414	578	126	28
107985736	2	6	11	4	12	6	7	2	21	1	3	2
26869	20	164	10	24	10	13	35	99	139	28	35	8
107985759	0	0	0	0	0	1	0	0	0	0	0	0
284729	5	6	8	4	16	0	6	3	2	5	1	0
100189045	0	0	0	0	0	0	0	0	0	0	0	0
6060	10	61	15	17	4	6	12	41	60	11	19	5
11223	676	72	224	316	1138	452	731	57	338	496	59	16
100500876	0	0	0	0	0	0	0	0	0	0	0	0
100189298	0	0	0	0	0	0	0	0	0	0	0	0
112267871	0	0	0	0	7	17	0	0	1	0	0	0
7193	0	0	0	0	0	2	0	0	0	0	0	0
100189183	0	0	1	0	0	0	0	0	0	0	0	0
105376805	263	165	274	86	646	445	161	292	742	699	83	122
791226	0	1	0	0	0	1	0	0	0	1	0	0
26870	6	30	11	8	2	4	8	20	31	7	10	2
9696	1487	694	1102	2105	2792	2077	2771	959	1420	877	514	396
4237	216	415	342	348	2581	144	255	449	92	42	212	129
105376806	25	72	48	35	431	25	24	63	14	6	3	7
23400	1789	869	862	1453	2216	431	1110	1781	2713	2018	1303	829
6390	1312	1751	751	879	1576	1477	669	1954	9050	2209	148	404
11240	360	240	295	2276	527	49	380	460	1110	747	122	40
105376808	0	0	0	0	0	0	0	0	0	0	0	0
400743	1	0	1	0	12	0	0	0	1	0	0	0
29943	39	4	325	1542	3877	0	44	31	118	133	78	21
51702	0	4	26	102	229	0	1	7	44	41	2	5
100616188	0	0	0	1	1	0	0	0	0	0	0	0
23569	0	1	4	1	16	2	1	0	7	2	0	1
353238	0	0	0	0	0	0	0	0	0	0	0	0
55920	6324	3489	6085	8541	14159	1409	7640	8518	13669	11581	1219	2238
55160	4770	3955	3726	5467	6837	1560	9481	2746	6630	4800	685	1067
107984028	0	0	1	0	0	0	0	1	2	1	0	0
81569	19	8	94	38	6693	0	22	10	691	7	20	3
105376809	0	0	0	0	0	0	0	0	0	0	0	0
105376812	0	0	0	0	0	0	0	0	0	0	0	0
101927876	0	0	0	0	0	0	0	0	0	0	0	0
84966	18	4	8	20	33	37	13	26	22	6	14	15
105376814	0	0	0	0	0	0	0	0	0	0	0	0
127707	33	35	15	13	60	1	1	45	5	163	8	12
5081	0	0	0	0	23	2	0	0	0	0	0	0
80834	0	0	0	3	0	0	0	0	0	0	0	0
8659	2022	294	463	709	1726	452	688	2445	6428	1134	1066	571
100616120	0	0	0	1	1	0	1	1	2	0	0	0
100302276	0	0	0	0	0	0	0	0	1	0	0	0
126917	1631	618	534	918	841	524	619	771	1756	555	93	203
105376815	0	1	1	1	0	1	1	3	6	4	0	0
23352	3433	2989	1643	3337	6501	3522	2548	3799	7033	3852	438	863
101927895	9	8	3	6	30	36	6	12	25	14	7	3
23065	620	429	387	752	1265	579	572	1161	2525	1279	776	426
51154	2864	1353	2199	3355	3842	1052	2482	4249	7485	3586	4862	1801
246181	454	161	132	380	386	23	365	371	936	486	60	53
22977	1643	601	435	753	998	62	1494	1387	4576	2627	307	290
100506730	64	40	10	25	70	49	42	22	111	48	18	11
8574	940	747	394	316	1516	1372	420	1573	3500	2440	380	452
54896	795	420	454	1658	1515	538	1178	872	1669	1280	1931	763
832	3225	3374	1878	2362	7304	7848	1949	4768	8962	6073	890	1497
105376819	2	2	1	0	3	6	2	3	1	4	0	2
105376818	0	0	0	0	0	0	0	0	0	0	1	0
105376817	0	0	0	0	2	2	0	0	0	0	0	0
105378614	0	0	0	0	1	2	0	0	5	1	0	0
440574	1010	736	912	704	1084	1310	541	2075	7339	2757	191	495
